working dir: /data/zjl/192-torch2/VideoX-master/X-CLIP/Output/
Train: [0/300][0/9357]	eta 11:50:01 lr 0.000000000	time 4.5529 (4.5529)	tot_loss 0.1733 (0.1733)	mem 3757MB
Train: [1/300][9150/9357]	eta 0:01:22 lr 0.000000791	time 0.4163 (0.3973)	tot_loss 0.1409 (0.3411)	mem 6729MB
Train: [1/300][9200/9357]	eta 0:01:02 lr 0.000000793	time 0.4208 (0.3974)	tot_loss 0.4323 (0.3408)	mem 6729MB
Train: [1/300][9250/9357]	eta 0:00:42 lr 0.000000795	time 0.3650 (0.3973)	tot_loss 0.1779 (0.3409)	mem 6729MB
Train: [1/300][9300/9357]	eta 0:00:22 lr 0.000000798	time 0.3896 (0.3974)	tot_loss 0.5650 (0.3412)	mem 6729MB
Train: [1/300][9350/9357]	eta 0:00:02 lr 0.000000800	time 0.3922 (0.3974)	tot_loss 0.2885 (0.3413)	mem 6729MB
EPOCH 1 training takes 1:01:58
1 views inference
Test: [0/1170]	Acc@1: 50.000	
Test: [50/1170]	Acc@1: 67.647	
Test: [100/1170]	Acc@1: 69.802	
Test: [150/1170]	Acc@1: 67.219	
Test: [200/1170]	Acc@1: 66.169	
Test: [250/1170]	Acc@1: 64.741	
Test: [300/1170]	Acc@1: 64.286	
Test: [350/1170]	Acc@1: 64.245	
Test: [400/1170]	Acc@1: 63.466	
Test: [450/1170]	Acc@1: 63.747	
Test: [500/1170]	Acc@1: 63.573	
Test: [550/1170]	Acc@1: 64.065	
Test: [600/1170]	Acc@1: 63.644	
Test: [650/1170]	Acc@1: 63.210	
Test: [700/1170]	Acc@1: 63.552	
Test: [750/1170]	Acc@1: 63.582	
Test: [800/1170]	Acc@1: 63.358	
Test: [850/1170]	Acc@1: 63.690	
Test: [900/1170]	Acc@1: 63.152	
Test: [950/1170]	Acc@1: 62.723	
Test: [1000/1170]	Acc@1: 62.687	
Test: [1050/1170]	Acc@1: 62.892	
Test: [1100/1170]	Acc@1: 63.170	
Test: [1150/1170]	Acc@1: 62.945	
 * Acc@1 63.162 Acc@5 98.333 UAR 51.358Accuracy of the network on the 2340 test videos: 63.2%
Max accuracy: 63.16%, Current UAR : 51.36%, Max UAR :51.36%Train: [2/300][0/9357]	eta 5:21:52 lr 0.000000800	time 2.0640 (2.0640)	tot_loss 0.5063 (0.5063)	mem 6729MB
Train: [2/300][50/9357]	eta 1:05:08 lr 0.000000802	time 0.4001 (0.4199)	tot_loss 0.3809 (0.3150)	mem 6729MB
Train: [2/300][100/9357]	eta 1:03:09 lr 0.000000804	time 0.3528 (0.4093)	tot_loss 0.8608 (0.3224)	mem 6729MB
Train: [2/300][150/9357]	eta 1:01:14 lr 0.000000806	time 0.3118 (0.3991)	tot_loss 0.3311 (0.3245)	mem 6729MB
Train: [2/300][200/9357]	eta 1:01:02 lr 0.000000809	time 0.3631 (0.4000)	tot_loss 0.3141 (0.3362)	mem 6729MB
Train: [2/300][250/9357]	eta 1:00:20 lr 0.000000811	time 0.4130 (0.3976)	tot_loss 0.4034 (0.3351)	mem 6729MB
Train: [2/300][300/9357]	eta 1:00:15 lr 0.000000813	time 0.3580 (0.3992)	tot_loss 0.2197 (0.3356)	mem 6729MB
Train: [2/300][350/9357]	eta 0:59:48 lr 0.000000815	time 0.4426 (0.3984)	tot_loss 0.5374 (0.3380)	mem 6729MB
Train: [2/300][400/9357]	eta 0:59:41 lr 0.000000817	time 0.3981 (0.3999)	tot_loss 0.7353 (0.3442)	mem 6729MB
Train: [2/300][450/9357]	eta 0:59:27 lr 0.000000819	time 0.3812 (0.4005)	tot_loss 0.1157 (0.3385)	mem 6729MB
Train: [2/300][500/9357]	eta 0:59:09 lr 0.000000821	time 0.4300 (0.4008)	tot_loss 0.1200 (0.3333)	mem 6729MB
Train: [2/300][550/9357]	eta 0:58:40 lr 0.000000823	time 0.3884 (0.3997)	tot_loss 0.2009 (0.3340)	mem 6729MB
Train: [2/300][600/9357]	eta 0:58:23 lr 0.000000826	time 0.4279 (0.4001)	tot_loss 0.3108 (0.3309)	mem 6729MB
Train: [2/300][650/9357]	eta 0:57:56 lr 0.000000828	time 0.3725 (0.3992)	tot_loss 0.9749 (0.3336)	mem 6729MB
Train: [2/300][700/9357]	eta 0:57:47 lr 0.000000830	time 0.3900 (0.4005)	tot_loss 0.6000 (0.3337)	mem 6729MB
Train: [2/300][750/9357]	eta 0:57:13 lr 0.000000832	time 0.4189 (0.3989)	tot_loss 0.3774 (0.3373)	mem 6729MB
Train: [2/300][800/9357]	eta 0:56:53 lr 0.000000834	time 0.3749 (0.3989)	tot_loss 0.1399 (0.3397)	mem 6729MB
Train: [2/300][850/9357]	eta 0:56:20 lr 0.000000836	time 0.4110 (0.3974)	tot_loss 0.1813 (0.3361)	mem 6729MB
Train: [2/300][900/9357]	eta 0:55:57 lr 0.000000838	time 0.3748 (0.3971)	tot_loss 0.1244 (0.3338)	mem 6729MB
Train: [2/300][950/9357]	eta 0:55:25 lr 0.000000840	time 0.3863 (0.3955)	tot_loss 0.8049 (0.3361)	mem 6729MB
Train: [2/300][1000/9357]	eta 0:55:05 lr 0.000000843	time 0.4018 (0.3956)	tot_loss 0.1179 (0.3348)	mem 6729MB
Train: [2/300][1050/9357]	eta 0:54:37 lr 0.000000845	time 0.3921 (0.3946)	tot_loss 0.2556 (0.3336)	mem 6729MB
Train: [2/300][1100/9357]	eta 0:54:16 lr 0.000000847	time 0.3905 (0.3944)	tot_loss 0.4029 (0.3316)	mem 6729MB
Train: [2/300][1150/9357]	eta 0:53:49 lr 0.000000849	time 0.3346 (0.3935)	tot_loss 1.0572 (0.3339)	mem 6729MB
Train: [2/300][1200/9357]	eta 0:53:27 lr 0.000000851	time 0.3873 (0.3932)	tot_loss 0.4669 (0.3342)	mem 6729MB
Train: [2/300][1250/9357]	eta 0:53:00 lr 0.000000853	time 0.3937 (0.3923)	tot_loss 0.1683 (0.3324)	mem 6729MB
Train: [2/300][1300/9357]	eta 0:52:40 lr 0.000000856	time 0.3476 (0.3923)	tot_loss 0.1210 (0.3337)	mem 6729MB
Train: [2/300][1350/9357]	eta 0:52:14 lr 0.000000858	time 0.3575 (0.3915)	tot_loss 0.3984 (0.3330)	mem 6729MB
Train: [2/300][1400/9357]	eta 0:51:53 lr 0.000000860	time 0.3879 (0.3912)	tot_loss 0.1461 (0.3314)	mem 6729MB
Train: [2/300][1450/9357]	eta 0:51:28 lr 0.000000862	time 0.3579 (0.3906)	tot_loss 0.1463 (0.3318)	mem 6729MB
Train: [2/300][1500/9357]	eta 0:51:09 lr 0.000000864	time 0.3586 (0.3906)	tot_loss 0.2775 (0.3321)	mem 6729MB
Train: [2/300][1550/9357]	eta 0:50:49 lr 0.000000866	time 0.2969 (0.3906)	tot_loss 0.7257 (0.3328)	mem 6729MB
Train: [2/300][1600/9357]	eta 0:50:32 lr 0.000000868	time 0.3882 (0.3909)	tot_loss 0.4188 (0.3318)	mem 6729MB
Train: [2/300][1650/9357]	eta 0:50:14 lr 0.000000870	time 0.3893 (0.3912)	tot_loss 0.4183 (0.3318)	mem 6729MB
Train: [2/300][1700/9357]	eta 0:50:00 lr 0.000000873	time 0.4262 (0.3918)	tot_loss 0.2604 (0.3331)	mem 6729MB
Train: [2/300][1750/9357]	eta 0:49:40 lr 0.000000875	time 0.4049 (0.3918)	tot_loss 0.7765 (0.3327)	mem 6729MB
Train: [2/300][1800/9357]	eta 0:49:23 lr 0.000000877	time 0.4110 (0.3921)	tot_loss 0.6208 (0.3326)	mem 6729MB
Train: [2/300][1850/9357]	eta 0:49:04 lr 0.000000879	time 0.3647 (0.3923)	tot_loss 0.3302 (0.3316)	mem 6729MB
Train: [2/300][1900/9357]	eta 0:48:47 lr 0.000000881	time 0.3632 (0.3926)	tot_loss 0.4070 (0.3314)	mem 6729MB
Train: [2/300][1950/9357]	eta 0:48:27 lr 0.000000883	time 0.3955 (0.3926)	tot_loss 0.1298 (0.3307)	mem 6729MB
Train: [2/300][2000/9357]	eta 0:48:11 lr 0.000000885	time 0.3953 (0.3931)	tot_loss 0.1214 (0.3297)	mem 6729MB
Train: [2/300][2050/9357]	eta 0:47:53 lr 0.000000888	time 0.3726 (0.3933)	tot_loss 0.2680 (0.3310)	mem 6729MB
Train: [2/300][2100/9357]	eta 0:47:38 lr 0.000000890	time 0.4157 (0.3939)	tot_loss 0.1387 (0.3308)	mem 6729MB
Train: [2/300][2150/9357]	eta 0:47:19 lr 0.000000892	time 0.4124 (0.3940)	tot_loss 0.5734 (0.3308)	mem 6729MB
Train: [2/300][2200/9357]	eta 0:47:02 lr 0.000000894	time 0.4594 (0.3943)	tot_loss 0.1145 (0.3303)	mem 6729MB
Train: [2/300][2250/9357]	eta 0:46:43 lr 0.000000896	time 0.3914 (0.3944)	tot_loss 0.1277 (0.3297)	mem 6729MB
Train: [2/300][2300/9357]	eta 0:46:22 lr 0.000000898	time 0.2505 (0.3944)	tot_loss 0.4266 (0.3289)	mem 6729MB
Train: [2/300][2350/9357]	eta 0:46:05 lr 0.000000900	time 0.4133 (0.3947)	tot_loss 0.1348 (0.3291)	mem 6729MB
Train: [2/300][2400/9357]	eta 0:45:47 lr 0.000000903	time 0.3889 (0.3950)	tot_loss 0.1427 (0.3286)	mem 6729MB
Train: [2/300][2450/9357]	eta 0:45:30 lr 0.000000905	time 0.4126 (0.3953)	tot_loss 0.2291 (0.3289)	mem 6729MB
Train: [2/300][2500/9357]	eta 0:45:11 lr 0.000000907	time 0.4504 (0.3954)	tot_loss 0.1811 (0.3282)	mem 6729MB
Train: [2/300][2550/9357]	eta 0:44:53 lr 0.000000909	time 0.3916 (0.3957)	tot_loss 0.1613 (0.3297)	mem 6729MB
Train: [2/300][2600/9357]	eta 0:44:33 lr 0.000000911	time 0.3970 (0.3957)	tot_loss 0.8277 (0.3300)	mem 6729MB
Train: [2/300][2650/9357]	eta 0:44:14 lr 0.000000913	time 0.4189 (0.3958)	tot_loss 1.0221 (0.3299)	mem 6729MB
Train: [2/300][2700/9357]	eta 0:43:54 lr 0.000000915	time 0.3907 (0.3957)	tot_loss 0.1897 (0.3297)	mem 6729MB
Train: [2/300][2750/9357]	eta 0:43:35 lr 0.000000917	time 0.3997 (0.3959)	tot_loss 0.4520 (0.3303)	mem 6729MB
Train: [2/300][2800/9357]	eta 0:43:14 lr 0.000000920	time 0.3514 (0.3956)	tot_loss 0.9966 (0.3315)	mem 6729MB
Train: [2/300][2850/9357]	eta 0:42:54 lr 0.000000922	time 0.3517 (0.3956)	tot_loss 0.2523 (0.3314)	mem 6729MB
Train: [2/300][2900/9357]	eta 0:42:32 lr 0.000000924	time 0.3778 (0.3953)	tot_loss 0.1806 (0.3309)	mem 6729MB
Train: [2/300][2950/9357]	eta 0:42:15 lr 0.000000926	time 0.4405 (0.3957)	tot_loss 0.4798 (0.3309)	mem 6729MB
Train: [2/300][3000/9357]	eta 0:41:55 lr 0.000000928	time 0.4535 (0.3957)	tot_loss 0.4539 (0.3300)	mem 6729MB
Train: [2/300][3050/9357]	eta 0:41:37 lr 0.000000930	time 0.2712 (0.3959)	tot_loss 0.2162 (0.3301)	mem 6729MB
Train: [2/300][3100/9357]	eta 0:41:15 lr 0.000000932	time 0.3874 (0.3957)	tot_loss 0.1146 (0.3300)	mem 6729MB
Train: [2/300][3150/9357]	eta 0:40:55 lr 0.000000935	time 0.2375 (0.3956)	tot_loss 0.4147 (0.3293)	mem 6729MB
Train: [2/300][3200/9357]	eta 0:40:34 lr 0.000000937	time 0.4194 (0.3954)	tot_loss 0.6035 (0.3290)	mem 6729MB
Train: [2/300][3250/9357]	eta 0:40:14 lr 0.000000939	time 0.3489 (0.3954)	tot_loss 0.1381 (0.3296)	mem 6729MB
Train: [2/300][3300/9357]	eta 0:39:54 lr 0.000000941	time 0.3879 (0.3954)	tot_loss 0.4829 (0.3296)	mem 6729MB
Train: [2/300][3350/9357]	eta 0:39:34 lr 0.000000943	time 0.3891 (0.3954)	tot_loss 0.1710 (0.3302)	mem 6729MB
Train: [2/300][3400/9357]	eta 0:39:14 lr 0.000000945	time 0.4187 (0.3953)	tot_loss 0.3462 (0.3304)	mem 6729MB
Train: [2/300][3450/9357]	eta 0:38:54 lr 0.000000947	time 0.3939 (0.3953)	tot_loss 0.3538 (0.3309)	mem 6729MB
Train: [2/300][3500/9357]	eta 0:38:35 lr 0.000000950	time 0.4259 (0.3953)	tot_loss 0.1512 (0.3305)	mem 6729MB
Train: [2/300][3550/9357]	eta 0:38:15 lr 0.000000952	time 0.2888 (0.3952)	tot_loss 0.2457 (0.3314)	mem 6729MB
Train: [2/300][3600/9357]	eta 0:37:55 lr 0.000000954	time 0.3929 (0.3953)	tot_loss 0.5691 (0.3310)	mem 6729MB
Train: [2/300][3650/9357]	eta 0:37:35 lr 0.000000956	time 0.2528 (0.3952)	tot_loss 0.3127 (0.3312)	mem 6729MB
Train: [2/300][3700/9357]	eta 0:37:16 lr 0.000000958	time 0.3898 (0.3953)	tot_loss 0.1463 (0.3317)	mem 6729MB
Train: [2/300][3750/9357]	eta 0:36:56 lr 0.000000960	time 0.2864 (0.3953)	tot_loss 0.1344 (0.3313)	mem 6729MB
Train: [2/300][3800/9357]	eta 0:36:38 lr 0.000000962	time 0.3846 (0.3956)	tot_loss 0.7130 (0.3314)	mem 6729MB
Train: [2/300][3850/9357]	eta 0:36:17 lr 0.000000964	time 0.3626 (0.3954)	tot_loss 0.2487 (0.3308)	mem 6729MB
Train: [2/300][3900/9357]	eta 0:35:58 lr 0.000000967	time 0.3930 (0.3955)	tot_loss 0.2794 (0.3305)	mem 6729MB
Train: [2/300][3950/9357]	eta 0:35:38 lr 0.000000969	time 0.3645 (0.3956)	tot_loss 0.1186 (0.3303)	mem 6729MB
Train: [2/300][4000/9357]	eta 0:35:19 lr 0.000000971	time 0.3635 (0.3957)	tot_loss 0.1350 (0.3301)	mem 6729MB
Train: [2/300][4050/9357]	eta 0:34:59 lr 0.000000973	time 0.4052 (0.3957)	tot_loss 0.1726 (0.3306)	mem 6729MB
Train: [2/300][4100/9357]	eta 0:34:40 lr 0.000000975	time 0.3785 (0.3957)	tot_loss 0.3317 (0.3310)	mem 6729MB
Train: [2/300][4150/9357]	eta 0:34:19 lr 0.000000977	time 0.4152 (0.3956)	tot_loss 0.1788 (0.3315)	mem 6729MB
Train: [2/300][4200/9357]	eta 0:34:00 lr 0.000000980	time 0.3820 (0.3958)	tot_loss 0.4652 (0.3321)	mem 6729MB
Train: [2/300][4250/9357]	eta 0:33:40 lr 0.000000982	time 0.4168 (0.3957)	tot_loss 0.8032 (0.3322)	mem 6729MB
Train: [2/300][4300/9357]	eta 0:33:22 lr 0.000000984	time 0.4073 (0.3960)	tot_loss 0.1164 (0.3323)	mem 6729MB
Train: [2/300][4350/9357]	eta 0:33:01 lr 0.000000986	time 0.3569 (0.3957)	tot_loss 0.1553 (0.3324)	mem 6729MB
Train: [2/300][4400/9357]	eta 0:32:42 lr 0.000000988	time 0.3753 (0.3958)	tot_loss 0.1617 (0.3320)	mem 6729MB
Train: [2/300][4450/9357]	eta 0:32:21 lr 0.000000990	time 0.3861 (0.3957)	tot_loss 0.2293 (0.3320)	mem 6729MB
Train: [2/300][4500/9357]	eta 0:32:02 lr 0.000000992	time 0.3785 (0.3958)	tot_loss 0.4674 (0.3317)	mem 6729MB
Train: [2/300][4550/9357]	eta 0:31:42 lr 0.000000994	time 0.3621 (0.3958)	tot_loss 0.5348 (0.3318)	mem 6729MB
Train: [2/300][4600/9357]	eta 0:31:23 lr 0.000000997	time 0.3925 (0.3960)	tot_loss 0.4444 (0.3316)	mem 6729MB
Train: [2/300][4650/9357]	eta 0:31:03 lr 0.000000999	time 0.3898 (0.3959)	tot_loss 0.2492 (0.3318)	mem 6729MB
Train: [2/300][4700/9357]	eta 0:30:43 lr 0.000001001	time 0.3828 (0.3959)	tot_loss 0.3771 (0.3320)	mem 6729MB
Train: [2/300][4750/9357]	eta 0:30:23 lr 0.000001003	time 0.3692 (0.3958)	tot_loss 0.3417 (0.3321)	mem 6729MB
Train: [2/300][4800/9357]	eta 0:30:03 lr 0.000001005	time 0.3646 (0.3959)	tot_loss 0.5867 (0.3320)	mem 6729MB
Train: [2/300][4850/9357]	eta 0:29:44 lr 0.000001007	time 0.4104 (0.3959)	tot_loss 0.2192 (0.3318)	mem 6729MB
Train: [2/300][4900/9357]	eta 0:29:24 lr 0.000001009	time 0.2582 (0.3959)	tot_loss 0.4015 (0.3319)	mem 6729MB
Train: [2/300][4950/9357]	eta 0:29:04 lr 0.000001011	time 0.3630 (0.3958)	tot_loss 0.2529 (0.3322)	mem 6729MB
Train: [2/300][5000/9357]	eta 0:28:45 lr 0.000001014	time 0.4500 (0.3959)	tot_loss 0.6016 (0.3324)	mem 6729MB
Train: [2/300][5050/9357]	eta 0:28:25 lr 0.000001016	time 0.3627 (0.3959)	tot_loss 0.1898 (0.3319)	mem 6729MB
Train: [2/300][5100/9357]	eta 0:28:05 lr 0.000001018	time 0.2772 (0.3960)	tot_loss 0.1601 (0.3317)	mem 6729MB
Train: [2/300][5150/9357]	eta 0:27:45 lr 0.000001020	time 0.3810 (0.3960)	tot_loss 0.5510 (0.3311)	mem 6729MB
Train: [2/300][5200/9357]	eta 0:27:25 lr 0.000001022	time 0.2623 (0.3959)	tot_loss 0.6455 (0.3306)	mem 6729MB
Train: [2/300][5250/9357]	eta 0:27:01 lr 0.000001024	time 0.2593 (0.3948)	tot_loss 0.1197 (0.3307)	mem 6729MB
Train: [2/300][5300/9357]	eta 0:26:37 lr 0.000001027	time 0.2520 (0.3937)	tot_loss 0.1521 (0.3303)	mem 6729MB
Train: [2/300][5350/9357]	eta 0:26:13 lr 0.000001029	time 0.2603 (0.3926)	tot_loss 0.1224 (0.3304)	mem 6729MB
Train: [2/300][5400/9357]	eta 0:25:48 lr 0.000001031	time 0.2548 (0.3914)	tot_loss 0.1264 (0.3299)	mem 6729MB
Train: [2/300][5450/9357]	eta 0:25:24 lr 0.000001033	time 0.2522 (0.3903)	tot_loss 0.4850 (0.3305)	mem 6729MB
Train: [2/300][5500/9357]	eta 0:25:01 lr 0.000001035	time 0.2623 (0.3892)	tot_loss 0.3143 (0.3303)	mem 6729MB
Train: [2/300][5550/9357]	eta 0:24:37 lr 0.000001037	time 0.2572 (0.3882)	tot_loss 0.1998 (0.3303)	mem 6729MB
Train: [2/300][5600/9357]	eta 0:24:14 lr 0.000001039	time 0.2558 (0.3872)	tot_loss 0.3046 (0.3305)	mem 6729MB
Train: [2/300][5650/9357]	eta 0:23:51 lr 0.000001041	time 0.2561 (0.3862)	tot_loss 0.1122 (0.3307)	mem 6729MB
Train: [2/300][5700/9357]	eta 0:23:28 lr 0.000001044	time 0.2519 (0.3853)	tot_loss 0.2190 (0.3313)	mem 6729MB
Train: [2/300][5750/9357]	eta 0:23:06 lr 0.000001046	time 0.2625 (0.3843)	tot_loss 0.3494 (0.3312)	mem 6729MB
Train: [2/300][5800/9357]	eta 0:22:43 lr 0.000001048	time 0.2451 (0.3833)	tot_loss 0.2932 (0.3311)	mem 6729MB
Train: [2/300][5850/9357]	eta 0:22:20 lr 0.000001050	time 0.2352 (0.3822)	tot_loss 0.2961 (0.3313)	mem 6729MB
Train: [2/300][5900/9357]	eta 0:21:57 lr 0.000001052	time 0.2380 (0.3812)	tot_loss 0.1743 (0.3311)	mem 6729MB
Train: [2/300][5950/9357]	eta 0:21:34 lr 0.000001054	time 0.2429 (0.3801)	tot_loss 0.1600 (0.3305)	mem 6729MB
Train: [2/300][6000/9357]	eta 0:21:12 lr 0.000001056	time 0.2267 (0.3790)	tot_loss 0.2742 (0.3303)	mem 6729MB
Train: [2/300][6050/9357]	eta 0:20:49 lr 0.000001059	time 0.2579 (0.3780)	tot_loss 0.5154 (0.3303)	mem 6729MB
Train: [2/300][6100/9357]	eta 0:20:27 lr 0.000001061	time 0.2449 (0.3770)	tot_loss 0.1177 (0.3308)	mem 6729MB
Train: [2/300][6150/9357]	eta 0:20:05 lr 0.000001063	time 0.2489 (0.3760)	tot_loss 0.2061 (0.3304)	mem 6729MB
Train: [2/300][6200/9357]	eta 0:19:44 lr 0.000001065	time 0.2422 (0.3750)	tot_loss 0.6719 (0.3303)	mem 6729MB
Train: [2/300][6250/9357]	eta 0:19:22 lr 0.000001067	time 0.2505 (0.3741)	tot_loss 0.3010 (0.3303)	mem 6729MB
Train: [2/300][6300/9357]	eta 0:19:01 lr 0.000001069	time 0.2481 (0.3733)	tot_loss 0.1182 (0.3304)	mem 6729MB
Train: [2/300][6350/9357]	eta 0:18:39 lr 0.000001071	time 0.2523 (0.3725)	tot_loss 0.2977 (0.3301)	mem 6729MB
Train: [2/300][6400/9357]	eta 0:18:19 lr 0.000001074	time 0.2472 (0.3717)	tot_loss 0.3150 (0.3306)	mem 6729MB
Train: [2/300][6450/9357]	eta 0:17:58 lr 0.000001076	time 0.2579 (0.3709)	tot_loss 0.2135 (0.3305)	mem 6729MB
Train: [2/300][6500/9357]	eta 0:17:37 lr 0.000001078	time 0.2884 (0.3701)	tot_loss 0.2166 (0.3306)	mem 6729MB
Train: [2/300][6550/9357]	eta 0:17:16 lr 0.000001080	time 0.2628 (0.3694)	tot_loss 0.1190 (0.3307)	mem 6729MB
Train: [2/300][6600/9357]	eta 0:16:56 lr 0.000001082	time 0.2512 (0.3687)	tot_loss 0.1399 (0.3306)	mem 6729MB
Train: [2/300][6650/9357]	eta 0:16:35 lr 0.000001084	time 0.2488 (0.3679)	tot_loss 0.6849 (0.3309)	mem 6729MB
Train: [2/300][6700/9357]	eta 0:16:15 lr 0.000001086	time 0.2677 (0.3672)	tot_loss 0.3113 (0.3314)	mem 6729MB
Train: [2/300][6750/9357]	eta 0:15:55 lr 0.000001088	time 0.2504 (0.3665)	tot_loss 0.3227 (0.3314)	mem 6729MB
Train: [2/300][6800/9357]	eta 0:15:35 lr 0.000001091	time 0.2444 (0.3658)	tot_loss 0.8501 (0.3312)	mem 6729MB
Train: [2/300][6850/9357]	eta 0:15:15 lr 0.000001093	time 0.2516 (0.3652)	tot_loss 0.2296 (0.3313)	mem 6729MB
Train: [2/300][6900/9357]	eta 0:14:55 lr 0.000001095	time 0.2580 (0.3645)	tot_loss 0.2940 (0.3313)	mem 6729MB
Train: [2/300][6950/9357]	eta 0:14:35 lr 0.000001097	time 0.2554 (0.3639)	tot_loss 0.3394 (0.3314)	mem 6729MB
Train: [2/300][7000/9357]	eta 0:14:16 lr 0.000001099	time 0.2449 (0.3632)	tot_loss 0.1849 (0.3315)	mem 6729MB
Train: [2/300][7050/9357]	eta 0:13:56 lr 0.000001101	time 0.2439 (0.3625)	tot_loss 0.2669 (0.3318)	mem 6729MB
Train: [2/300][7100/9357]	eta 0:13:36 lr 0.000001103	time 0.2614 (0.3618)	tot_loss 0.2142 (0.3317)	mem 6729MB
Train: [2/300][7150/9357]	eta 0:13:17 lr 0.000001106	time 0.2571 (0.3612)	tot_loss 0.1531 (0.3314)	mem 6729MB
Train: [2/300][7200/9357]	eta 0:12:57 lr 0.000001108	time 0.2665 (0.3605)	tot_loss 0.1150 (0.3314)	mem 6729MB
Train: [2/300][7250/9357]	eta 0:12:38 lr 0.000001110	time 0.2631 (0.3599)	tot_loss 0.2153 (0.3315)	mem 6729MB
Train: [2/300][7300/9357]	eta 0:12:19 lr 0.000001112	time 0.2612 (0.3593)	tot_loss 0.1280 (0.3315)	mem 6729MB
Train: [2/300][7350/9357]	eta 0:11:59 lr 0.000001114	time 0.2795 (0.3587)	tot_loss 0.2814 (0.3316)	mem 6729MB
Train: [2/300][7400/9357]	eta 0:11:40 lr 0.000001116	time 0.2514 (0.3581)	tot_loss 0.1340 (0.3312)	mem 6729MB
Train: [2/300][7450/9357]	eta 0:11:21 lr 0.000001118	time 0.3565 (0.3575)	tot_loss 0.1907 (0.3312)	mem 6729MB
Train: [2/300][7500/9357]	eta 0:11:02 lr 0.000001121	time 0.2498 (0.3569)	tot_loss 0.1131 (0.3313)	mem 6729MB
Train: [2/300][7550/9357]	eta 0:10:43 lr 0.000001123	time 0.2525 (0.3563)	tot_loss 0.5088 (0.3312)	mem 6729MB
Train: [2/300][7600/9357]	eta 0:10:25 lr 0.000001125	time 0.2445 (0.3558)	tot_loss 0.2155 (0.3313)	mem 6729MB
Train: [2/300][7650/9357]	eta 0:10:06 lr 0.000001127	time 0.2349 (0.3552)	tot_loss 0.3013 (0.3313)	mem 6729MB
Train: [2/300][7700/9357]	eta 0:09:47 lr 0.000001129	time 0.2557 (0.3547)	tot_loss 0.3704 (0.3310)	mem 6729MB
Train: [2/300][7750/9357]	eta 0:09:29 lr 0.000001131	time 0.2616 (0.3542)	tot_loss 0.2711 (0.3312)	mem 6729MB
Train: [2/300][7800/9357]	eta 0:09:10 lr 0.000001133	time 0.2535 (0.3537)	tot_loss 0.8835 (0.3315)	mem 6729MB
Train: [2/300][7850/9357]	eta 0:08:52 lr 0.000001135	time 0.2644 (0.3532)	tot_loss 0.4482 (0.3318)	mem 6729MB
Train: [2/300][7900/9357]	eta 0:08:33 lr 0.000001138	time 0.2654 (0.3527)	tot_loss 0.1230 (0.3317)	mem 6729MB
Train: [2/300][7950/9357]	eta 0:08:15 lr 0.000001140	time 0.2534 (0.3522)	tot_loss 0.4674 (0.3317)	mem 6729MB
Train: [2/300][8000/9357]	eta 0:07:57 lr 0.000001142	time 0.2420 (0.3517)	tot_loss 0.1168 (0.3318)	mem 6729MB
Train: [2/300][8050/9357]	eta 0:07:38 lr 0.000001144	time 0.2505 (0.3512)	tot_loss 0.2435 (0.3317)	mem 6729MB
Train: [2/300][8100/9357]	eta 0:07:20 lr 0.000001146	time 0.2700 (0.3507)	tot_loss 0.2339 (0.3317)	mem 6729MB
Train: [2/300][8150/9357]	eta 0:07:02 lr 0.000001148	time 0.2459 (0.3502)	tot_loss 0.2161 (0.3318)	mem 6729MB
Train: [2/300][8200/9357]	eta 0:06:44 lr 0.000001150	time 0.2806 (0.3497)	tot_loss 0.2542 (0.3318)	mem 6729MB
Train: [2/300][8250/9357]	eta 0:06:26 lr 0.000001153	time 0.2496 (0.3493)	tot_loss 0.3080 (0.3315)	mem 6729MB
Train: [2/300][8300/9357]	eta 0:06:08 lr 0.000001155	time 0.2440 (0.3488)	tot_loss 0.3139 (0.3318)	mem 6729MB
Train: [2/300][8350/9357]	eta 0:05:50 lr 0.000001157	time 0.2559 (0.3484)	tot_loss 0.3232 (0.3318)	mem 6729MB
Train: [2/300][8400/9357]	eta 0:05:32 lr 0.000001159	time 0.2603 (0.3479)	tot_loss 0.4523 (0.3315)	mem 6729MB
Train: [2/300][8450/9357]	eta 0:05:15 lr 0.000001161	time 0.2536 (0.3475)	tot_loss 0.1146 (0.3316)	mem 6729MB
Train: [2/300][8500/9357]	eta 0:04:57 lr 0.000001163	time 0.2747 (0.3470)	tot_loss 0.8187 (0.3315)	mem 6729MB
Train: [2/300][8550/9357]	eta 0:04:39 lr 0.000001165	time 0.2625 (0.3466)	tot_loss 0.1974 (0.3316)	mem 6729MB
Train: [2/300][8600/9357]	eta 0:04:22 lr 0.000001168	time 0.2600 (0.3462)	tot_loss 0.1524 (0.3317)	mem 6729MB
Train: [2/300][8650/9357]	eta 0:04:04 lr 0.000001170	time 0.2363 (0.3457)	tot_loss 0.3316 (0.3318)	mem 6729MB
Train: [2/300][8700/9357]	eta 0:03:46 lr 0.000001172	time 0.2575 (0.3452)	tot_loss 0.3123 (0.3315)	mem 6729MB
Train: [2/300][8750/9357]	eta 0:03:29 lr 0.000001174	time 0.2457 (0.3447)	tot_loss 0.3096 (0.3316)	mem 6729MB
